Frame,X_avg,Y_avg,Z_avg
2975.0,4308.383867101419,6589.248669152341,2216.2196743502727
2976.0,4288.792055006244,6384.139842105576,2370.0602560303814
2977.0,4209.95937530599,6181.263817775479,2512.12991662192
2978.0,4101.461361193466,5954.943140215821,2638.72477247725
2979.0,4056.00723303818,5780.247351783236,2771.112633748106
2980.0,3976.3150661388245,5589.324529502748,2891.375185357004
2981.0,3925.4186819625806,5416.350890303106,3000.5598645499595
2982.0,3870.9564484730636,5246.164384202402,3118.849259406094
2983.0,3825.979742465709,5108.889242195333,3214.336786460498
2984.0,3766.9885162038872,4934.609362705422,3287.6712157090433
2985.0,3671.7500585120547,4761.321532227858,3356.9993402243595
2986.0,3567.4497929627196,4588.281714003381,3425.325888556368
2987.0,3541.765476897973,4398.08849950801,3467.2183721385377
2988.0,3495.1770652200303,4268.200434289656,3589.2268060291585
2989.0,3447.2133243959343,4111.859533457095,3647.3945231378593
2990.0,3374.576029955044,3982.93560848338,3683.381281202377
2991.0,3338.1096723872583,3857.051730851544,3652.735417445338
2992.0,3289.5492293150824,3722.029467182325,3704.6100852589066
2993.0,3265.59098065678,3616.0309944839223,3716.282739335693
2994.0,3199.3218035602526,3495.868301912806,3753.759401734676
2995.0,3122.474894354169,3372.1645543735117,3797.6870662142082
2996.0,3024.4725209289722,3241.37869689786,3854.516734854839
2997.0,2905.3146832846633,3103.510729485852,3924.248407656568
2998.0,2765.001381421241,2958.560652137487,4006.8820846193953
2999.0,2603.532615338707,2806.5284648527654,4102.417765743321
3000.0,2420.9083850370594,2647.4141676316867,4210.855451028345
3001.0,2217.1286905162997,2481.2177604742515,4332.195140474468
3002.0,1992.1935317764269,2307.939243380459,4466.436834081689
3003.0,1746.1029088174416,2127.5786163503103,4613.580531850008
3004.0,1478.8568216393437,1940.1358793838044,4773.626233779425
3005.0,1190.455270242133,1745.611032480942,4946.573939869942
3006.0,880.8982546258098,1544.0040756417225,5132.423650121556
3007.0,550.1857747903739,1335.3150088661464,5331.175364534269
3018.0,2391.9473396543303,1424.0270121879628,3185.046709053113
3019.0,2365.8244726392118,1365.9381078865401,3121.754497753962
3020.0,2344.2334069145145,1311.7258700942548,3050.2840292248184
3021.0,2311.545578886686,1268.4315595020691,2967.550388014028
3022.0,2295.615743599214,1221.7653327162525,2899.973727910104
3023.0,2283.875406496831,1174.2561268820282,2836.1863130828965
3024.0,2280.514065764626,1125.0609629509881,2779.977388809122
3025.0,2285.5317214025995,1074.1798409231328,2731.3469550887808
3026.0,2324.1676200528927,3228.619309261541,2926.8022114705286
3027.0,2366.1321059935963,3680.96707290027,2950.4500019592742
3028.0,2384.933296262617,4096.08297091618,2963.2830717082547
3029.0,2444.936308035704,4439.819662434315,2965.5299917559537
3030.0,2465.001802598626,4773.503920327503,2966.907474377392
3031.0,2495.736707717153,5036.44723605101,2954.629566590207
3032.0,2498.279150568269,5431.253186724786,2961.18854422079
3033.0,2533.7326381950375,5728.111131506344,2940.2402551554455
3034.0,2521.780566767486,5996.405736210912,2920.118043860412
3035.0,2519.2851247146577,6242.1834658638045,2899.06636308728
3036.0,2545.594998754603,6475.657301681445,2880.494930787667
3037.0,2546.4745518019295,6669.730174795028,2863.3398904527803
3038.0,2587.539627907903,6927.3701586341385,2837.770524771671
3039.0,2611.7251589984708,7104.101202801321,2844.468568322339
3040.0,2603.817441648414,7303.805845075647,2804.552806060935
3041.0,2631.0298408871854,7486.455561448635,2782.1631716100237
3042.0,2625.4803536459203,7654.0848081895465,2757.4689867164166
3043.0,2624.6573198264623,7823.5678180533605,2727.442949922902
3044.0,2640.537737616493,7991.439403730413,2685.10107427443
3045.0,2654.0381757095593,8158.561721989978,2641.3851377422548
3046.0,2655.9794621407873,8314.377925892302,2594.1516397478754
3047.0,2680.5289303968257,8451.574824637035,2567.684122617008
3048.0,2673.013181202703,8610.923676669785,2496.2625122537556
3049.0,2657.5373522843192,8739.5924492928,2458.205489991958
3050.0,2661.5716961296844,8898.382973648484,2418.7537479303464
3051.0,2651.151316490315,9013.422765192023,2371.2615672132315
3052.0,2679.415564638328,9151.640620424163,2306.484003559957
3053.0,2691.6925093345553,9275.307850147536,2237.254232430503
3054.0,2695.3395409910872,9401.419794527275,2174.7996220038444
3055.0,2702.7265517375818,9508.335503690165,2108.6693666587335
3056.0,2726.5265221681125,9637.163694091603,2023.074071775045
3057.0,2754.429732519652,9771.470004802679,1932.612517006712
3058.0,2831.196083696397,9761.595524767912,1892.270242981569
3059.0,2832.956752008125,9822.038306454211,1798.4071104631312
3060.0,2781.1805392390797,9427.851558603032,1818.9094559077776
3061.0,2764.210010032112,9111.77797181041,1885.7973656985596
3062.0,2736.004245075055,8903.27344200944,1932.3418206931879
3063.0,2754.1072968056606,8655.83511011401,1993.2551541982114
3064.0,2755.073874376733,8419.769047152176,2004.656280697903
3065.0,2724.6318585237923,8214.954030654722,2017.6105896103
3066.0,2676.0400526528438,8018.659912535148,2022.553728770604
3067.0,2646.433933666201,7814.879202397489,2032.9757701673054
3068.0,2603.3185846390943,7635.318804825628,2033.322956812084
3069.0,2585.574446165792,7468.399644066482,2018.3475652519328
3070.0,2574.7397164892336,7297.218607319484,2006.8627126872589
3071.0,2564.1469665597065,7140.7857640799,2002.7858950468342
3072.0,2571.104456147412,6976.881287908029,1981.7257296284502
3073.0,2547.895436944735,6820.456917426558,1964.4247772478352
3074.0,2542.9031507219597,6698.669646139499,1938.5201465674354
3075.0,2542.77715847562,6559.893081931443,1910.802830560082
3076.0,2519.182892956832,6415.5614897972055,1884.8063712476167
3077.0,2501.330448932852,6270.5300850717185,1848.744863672594
3078.0,2461.6748921247035,6140.220462106501,1817.0855926220877
3079.0,2435.2137413262926,6014.117292802984,1781.801218330007
3080.0,2435.703066642972,5887.152336559909,1740.5882811205029
3081.0,2408.8809974551255,5780.93220268398,1705.048115171436
3082.0,2394.247322236835,5656.873880932377,1647.2114717217257
