Label,screen_x,screen_y,world_x,world_y,world_z
1,1882,714,20,20,0
2,1809,688,480,20,0
3,1451,546,3050,20,0
4,1119,418,6080,780,0
5,1776,757,20,780,0
6,1705,726,480,780,0
7,1347,580,3050,780,0
8,1058,462,5620,780,0
9,1021,444,6080,780,0
10,1087,1023,20,4700,0
11,1021,981,480,4700,0
12,456,619,5620,4700,0
13,427,596,6080,4700,0
14,581,784,20,6700,1555
15,630,1192,20,6700,0
16,49,402,6080,6700,1555
17,83,686,6080,6700,0
